ID,Color ID,Colors
401,"[(42, 45, 23), (35, 39, 20), (31, 37, 12), (39, 42, 14), (47, 50, 30), (36, 56, 66), (62, 63, 40), (67, 85, 85), (106, 129, 123), (203, 188, 165)]",['Small/Transparent']
402,"[(43, 46, 25), (36, 40, 21), (31, 37, 12), (39, 43, 15), (51, 54, 33), (37, 56, 65), (72, 70, 46), (49, 76, 91), (100, 122, 121), (202, 187, 165)]",['Small/Transparent']
403,"[(42, 45, 25), (35, 39, 20), (31, 37, 11), (40, 43, 15), (49, 52, 31), (39, 63, 74), (63, 66, 45), (60, 83, 87), (113, 135, 125), (206, 192, 168)]",['Small/Transparent']
404,"[(32, 38, 13), (41, 44, 22), (52, 56, 36), (95, 106, 76), (69, 77, 51), (79, 91, 64), (117, 122, 92), (143, 156, 111), (181, 205, 148), (227, 246, 193)]",['lightgoldenrodyellow']
405,"[(37, 41, 18), (42, 44, 23), (31, 37, 12), (47, 50, 30), (43, 60, 47), (84, 121, 114), (34, 93, 105), (69, 70, 45), (114, 146, 126), (200, 192, 167)]",['Small/Transparent']
406,"[(38, 42, 20), (43, 46, 27), (32, 38, 13), (43, 60, 58), (35, 50, 48), (61, 61, 37), (20, 62, 89), (62, 81, 74), (87, 104, 92), (185, 181, 159)]",['Small/Transparent']
407,"[(42, 67, 73), (39, 43, 20), (32, 38, 12), (46, 51, 32), (42, 56, 48), (54, 84, 89), (20, 117, 150), (58, 69, 52), (112, 130, 111), (159, 176, 140)]",['darkcyan']
408,"[(38, 42, 20), (44, 47, 27), (32, 38, 13), (34, 46, 37), (43, 66, 68), (55, 80, 81), (60, 61, 37), (68, 99, 97), (87, 122, 120), (195, 193, 163)]",['Small/Transparent']
409,"[(37, 41, 18), (42, 45, 24), (31, 37, 12), (47, 51, 32), (59, 64, 44), (43, 72, 73), (63, 91, 85), (88, 114, 102), (120, 152, 131), (198, 193, 168)]",['Small/Transparent']
410,"[(39, 42, 16), (43, 46, 25), (31, 37, 12), (35, 40, 24), (47, 52, 34), (45, 74, 79), (63, 64, 42), (66, 96, 93), (115, 140, 125), (208, 191, 168)]",['Small/Transparent']
411,"[(39, 42, 23), (33, 38, 18), (38, 42, 14), (44, 46, 21), (45, 48, 29), (30, 37, 10), (55, 58, 35), (71, 73, 49), (112, 117, 87), (201, 186, 164)]",['Small/Transparent']
412,"[(41, 44, 23), (35, 39, 19), (30, 37, 11), (39, 43, 14), (46, 48, 28), (55, 57, 35), (72, 73, 49), (94, 103, 74), (122, 138, 103), (205, 191, 167)]",['Small/Transparent']
413,"[(31, 37, 12), (44, 47, 27), (36, 41, 22), (40, 43, 16), (45, 64, 68), (58, 59, 35), (59, 79, 71), (23, 76, 106), (123, 115, 97), (203, 189, 165)]",['Small/Transparent']
414,"[(36, 40, 17), (41, 44, 22), (30, 37, 11), (46, 49, 28), (196, 214, 171), (58, 59, 37), (186, 201, 157), (81, 80, 54), (168, 179, 137), (125, 129, 99)]",['Small/Transparent']
415,"[(39, 42, 16), (33, 38, 19), (42, 45, 24), (31, 37, 10), (57, 61, 41), (49, 52, 31), (135, 150, 119), (197, 216, 173), (182, 198, 155), (82, 80, 54)]",['Small/Transparent']
416,"[(39, 43, 21), (33, 38, 13), (46, 49, 29), (56, 59, 38), (72, 75, 51), (217, 230, 179), (202, 214, 165), (184, 194, 148), (164, 173, 132), (139, 143, 110)]",['Small/Transparent']
417,"[(39, 42, 21), (44, 47, 27), (33, 38, 14), (41, 45, 45), (55, 58, 36), (56, 56, 67), (88, 60, 89), (75, 80, 62), (133, 127, 108), (215, 204, 176)]",['Small/Transparent']
418,"[(40, 43, 21), (33, 39, 14), (46, 48, 28), (75, 72, 55), (60, 55, 38), (93, 84, 69), (134, 71, 92), (112, 56, 69), (124, 115, 96), (214, 203, 176)]",['saddlebrown']
419,"[(39, 43, 21), (33, 39, 14), (45, 48, 28), (39, 44, 41), (51, 54, 54), (61, 63, 39), (89, 62, 88), (54, 66, 81), (131, 126, 107), (216, 205, 178)]",['Small/Transparent']
420,"[(39, 42, 21), (45, 47, 27), (33, 38, 14), (55, 56, 42), (39, 45, 44), (49, 57, 71), (115, 61, 87), (75, 75, 63), (70, 33, 52), (201, 192, 165)]",['Small/Transparent']
421,"[(39, 42, 20), (44, 46, 28), (33, 38, 14), (47, 53, 51), (55, 57, 34), (116, 62, 88), (72, 73, 63), (47, 59, 79), (69, 37, 53), (204, 193, 166)]",['Small/Transparent']
422,"[(38, 42, 20), (43, 46, 26), (32, 38, 14), (38, 44, 43), (51, 54, 33), (59, 61, 54), (89, 63, 88), (53, 64, 83), (133, 128, 109), (216, 206, 178)]",['Small/Transparent']
423,"[(39, 42, 20), (44, 47, 27), (33, 38, 14), (54, 56, 35), (55, 50, 52), (38, 45, 43), (115, 61, 87), (47, 58, 77), (74, 75, 61), (202, 193, 166)]",['Small/Transparent']
424,"[(39, 43, 21), (33, 38, 13), (45, 48, 29), (34, 56, 66), (40, 63, 72), (61, 63, 39), (62, 95, 98), (27, 82, 121), (133, 125, 110), (218, 206, 179)]",['wheat']
425,"[(40, 43, 21), (45, 48, 29), (33, 39, 14), (33, 55, 63), (38, 61, 70), (61, 63, 39), (68, 94, 92), (32, 68, 119), (131, 127, 111), (218, 206, 178)]",['wheat']
426,"[(43, 46, 26), (36, 41, 22), (32, 38, 13), (40, 44, 16), (51, 54, 33), (44, 66, 73), (71, 71, 47), (45, 92, 101), (129, 124, 106), (217, 207, 178)]",['wheat']
427,"[(43, 46, 26), (36, 40, 21), (32, 38, 12), (41, 44, 17), (51, 55, 34), (45, 67, 75), (72, 72, 48), (42, 92, 104), (130, 123, 105), (215, 204, 176)]",['Small/Transparent']
428,"[(43, 46, 25), (53, 58, 38), (48, 52, 32), (59, 64, 44), (36, 41, 17), (69, 74, 51), (152, 159, 125), (88, 95, 68), (118, 126, 98), (224, 226, 176)]",['Small/Transparent']
429,"[(35, 40, 16), (45, 50, 31), (45, 59, 50), (60, 75, 60), (85, 113, 112), (106, 138, 132), (195, 244, 216), (129, 189, 183), (146, 236, 237), (54, 139, 163)]","['paleturquoise', 'mediumaquamarine', 'paleturquoise', 'steelblue']"
430,"[(33, 39, 14), (41, 45, 23), (49, 54, 35), (54, 83, 87), (47, 65, 56), (74, 100, 95), (66, 78, 60), (62, 117, 137), (111, 133, 113), (190, 197, 159)]",['steelblue']
431,"[(38, 42, 19), (43, 46, 26), (32, 38, 12), (39, 62, 70), (50, 54, 33), (49, 74, 82), (71, 71, 46), (30, 84, 118), (94, 115, 105), (209, 199, 173)]",['Small/Transparent']
432,"[(39, 61, 69), (42, 47, 30), (34, 55, 62), (35, 41, 18), (45, 68, 75), (67, 85, 80), (63, 65, 41), (33, 78, 119), (92, 107, 97), (210, 197, 172)]",['Small/Transparent']
433,"[(45, 48, 27), (37, 41, 22), (32, 38, 13), (41, 44, 17), (54, 57, 36), (243, 253, 201), (73, 75, 50), (212, 229, 171), (177, 194, 128), (134, 138, 105)]","['lightgoldenrodyellow', 'darkkhaki']"
434,"[(39, 43, 20), (45, 48, 27), (33, 38, 14), (55, 57, 36), (76, 78, 53), (242, 253, 199), (209, 227, 161), (125, 135, 98), (166, 178, 133), (150, 212, 41)]","['lightgoldenrodyellow', 'yellowgreen']"
435,"[(39, 43, 20), (45, 47, 27), (33, 38, 13), (54, 57, 35), (242, 254, 201), (73, 75, 50), (215, 239, 170), (184, 202, 135), (137, 142, 109), (157, 217, 41)]","['lightgoldenrodyellow', 'darkkhaki', 'yellowgreen']"
436,"[(39, 42, 20), (44, 47, 27), (33, 38, 13), (53, 56, 35), (242, 253, 200), (73, 75, 49), (210, 229, 164), (174, 185, 129), (128, 130, 99), (146, 211, 36)]","['lightgoldenrodyellow', 'darkkhaki', 'yellowgreen']"
437,"[(243, 254, 205), (42, 45, 22), (229, 245, 190), (215, 230, 181), (59, 63, 39), (208, 240, 158), (189, 221, 136), (172, 219, 95), (152, 214, 40), (143, 153, 115)]","['lightgoldenrodyellow', 'darkkhaki', 'yellowgreen']"
438,"[(40, 43, 22), (32, 56, 66), (33, 39, 16), (39, 63, 73), (45, 49, 29), (34, 44, 38), (79, 97, 90), (26, 80, 115), (67, 70, 47), (215, 200, 177)]",['Small/Transparent']
439,"[(38, 41, 19), (43, 46, 25), (32, 38, 13), (48, 52, 33), (49, 69, 74), (68, 68, 43), (64, 89, 87), (25, 83, 118), (111, 130, 116), (212, 201, 173)]",['Small/Transparent']
440,"[(43, 46, 26), (36, 40, 21), (32, 38, 12), (40, 44, 16), (49, 53, 34), (50, 69, 72), (70, 70, 45), (34, 80, 108), (90, 109, 98), (206, 195, 168)]",['Small/Transparent']
441,"[(43, 46, 26), (36, 40, 21), (32, 38, 12), (40, 44, 16), (49, 53, 34), (49, 68, 71), (70, 70, 45), (86, 105, 96), (32, 79, 107), (204, 194, 166)]",['Small/Transparent']
442,"[(39, 43, 20), (32, 38, 13), (50, 57, 43), (46, 51, 31), (44, 69, 78), (59, 89, 95), (83, 107, 106), (68, 74, 53), (109, 135, 125), (152, 178, 153)]",['Small/Transparent']
443,"[(44, 47, 26), (37, 41, 22), (32, 38, 13), (40, 43, 16), (53, 56, 34), (246, 254, 204), (73, 74, 49), (124, 128, 96), (167, 171, 130), (211, 222, 171)]",['lightgoldenrodyellow']
444,"[(252, 254, 210), (37, 41, 17), (51, 51, 31), (70, 70, 45), (231, 247, 187), (143, 133, 106), (174, 164, 131), (103, 110, 73), (197, 220, 160), (135, 192, 114)]","['lightgoldenrodyellow', 'rosybrown']"
445,"[(38, 42, 20), (32, 38, 13), (44, 48, 27), (44, 51, 39), (47, 71, 79), (59, 80, 83), (64, 64, 39), (34, 86, 116), (90, 109, 98), (203, 193, 168)]",['Small/Transparent']
446,"[(43, 46, 25), (37, 41, 22), (32, 38, 13), (48, 52, 31), (40, 44, 15), (58, 61, 39), (73, 78, 51), (90, 99, 68), (124, 129, 100), (204, 199, 169)]",['Small/Transparent']
447,"[(44, 55, 44), (43, 49, 31), (54, 66, 51), (35, 41, 17), (64, 81, 68), (45, 67, 69), (83, 100, 86), (121, 136, 113), (29, 69, 116), (130, 181, 165)]",['Small/Transparent']
448,"[(46, 52, 35), (38, 44, 22), (55, 73, 74), (72, 91, 85), (63, 74, 56), (91, 110, 99), (117, 134, 113), (28, 75, 113), (149, 165, 133), (203, 218, 172)]",['Small/Transparent']
449,"[(232, 252, 203), (220, 240, 192), (43, 47, 26), (206, 226, 180), (65, 69, 49), (169, 219, 201), (125, 186, 190), (48, 140, 181), (168, 180, 144), (122, 130, 106)]","['lightgoldenrodyellow', 'lightblue', 'mediumaquamarine', 'steelblue']"
450,"[(41, 45, 25), (124, 210, 208), (34, 40, 16), (47, 53, 33), (119, 201, 199), (110, 190, 189), (60, 67, 47), (125, 152, 127), (153, 192, 164), (90, 107, 88)]","['skyblue', 'mediumaquamarine', 'mediumaquamarine']"
451,"[(44, 47, 26), (38, 41, 23), (32, 38, 13), (39, 43, 16), (53, 56, 35), (72, 74, 50), (232, 247, 194), (165, 170, 132), (198, 211, 161), (121, 124, 96)]",['lightgoldenrodyellow']
452,"[(44, 47, 27), (37, 41, 22), (32, 38, 13), (40, 44, 16), (53, 56, 35), (73, 74, 50), (204, 219, 173), (180, 191, 148), (100, 104, 78), (142, 146, 114)]",['Small/Transparent']
453,"[(44, 47, 27), (37, 41, 18), (193, 209, 167), (55, 57, 37), (205, 222, 179), (71, 74, 50), (179, 193, 152), (163, 172, 133), (87, 91, 65), (136, 140, 106)]",['lightgray']
454,"[(44, 47, 27), (37, 41, 21), (32, 38, 13), (41, 44, 17), (53, 56, 34), (243, 253, 201), (73, 74, 49), (209, 226, 167), (171, 186, 123), (128, 128, 98)]","['lightgoldenrodyellow', 'darkkhaki']"
455,"[(39, 42, 20), (44, 47, 27), (32, 38, 13), (54, 57, 35), (240, 253, 198), (75, 78, 51), (210, 235, 160), (181, 199, 139), (134, 143, 106), (164, 218, 63)]","['lightgoldenrodyellow', 'yellowgreen']"
456,"[(39, 43, 21), (33, 38, 14), (46, 48, 28), (45, 53, 50), (62, 58, 40), (57, 69, 70), (92, 65, 59), (123, 62, 87), (107, 116, 97), (172, 189, 159)]",['Small/Transparent']
457,"[(40, 43, 19), (33, 38, 14), (46, 49, 29), (38, 41, 27), (47, 54, 54), (87, 63, 90), (62, 63, 39), (59, 66, 72), (123, 124, 105), (212, 203, 174)]",['Small/Transparent']
458,"[(39, 42, 20), (44, 47, 28), (33, 38, 13), (46, 52, 54), (56, 58, 35), (88, 61, 90), (72, 77, 68), (48, 60, 89), (124, 118, 101), (212, 203, 175)]",['Small/Transparent']
459,"[(39, 42, 20), (44, 47, 27), (33, 38, 13), (44, 53, 53), (57, 54, 37), (115, 57, 86), (43, 60, 78), (75, 74, 62), (106, 120, 104), (200, 196, 170)]",['Small/Transparent']
460,"[(39, 42, 20), (43, 46, 27), (32, 38, 13), (44, 52, 54), (53, 55, 33), (85, 60, 89), (69, 70, 58), (48, 62, 90), (123, 124, 104), (211, 202, 174)]",['Small/Transparent']
461,"[(39, 43, 20), (45, 48, 27), (33, 38, 13), (56, 58, 36), (239, 252, 201), (74, 76, 51), (226, 241, 187), (195, 206, 158), (161, 167, 129), (121, 123, 92)]",['lightgoldenrodyellow']
462,"[(43, 46, 25), (35, 39, 19), (30, 37, 11), (40, 43, 15), (116, 135, 109), (52, 54, 32), (72, 72, 49), (91, 127, 82), (176, 188, 145), (138, 160, 119)]",['Small/Transparent']
463,"[(43, 47, 24), (32, 38, 13), (52, 56, 35), (64, 68, 46), (78, 82, 56), (216, 228, 177), (196, 210, 163), (177, 188, 143), (155, 164, 126), (132, 139, 105)]",['Small/Transparent']
464,"[(33, 38, 13), (42, 46, 23), (54, 57, 35), (67, 71, 48), (224, 236, 184), (207, 221, 171), (189, 200, 153), (165, 174, 132), (139, 144, 109), (85, 88, 61)]",['Small/Transparent']
465,"[(38, 42, 19), (44, 47, 26), (31, 37, 12), (52, 56, 35), (113, 133, 104), (67, 71, 48), (131, 148, 115), (152, 169, 131), (91, 110, 74), (224, 213, 182)]",['wheat']
466,"[(39, 43, 20), (31, 37, 12), (47, 50, 30), (59, 62, 40), (73, 77, 52), (211, 222, 171), (227, 237, 184), (189, 199, 152), (163, 172, 130), (137, 142, 108)]",['Small/Transparent']
467,"[(46, 50, 28), (55, 58, 37), (36, 41, 16), (99, 111, 85), (85, 93, 66), (68, 74, 50), (119, 127, 99), (144, 153, 118), (180, 191, 144), (220, 231, 178)]",['Small/Transparent']
468,"[(43, 46, 25), (36, 40, 20), (30, 37, 11), (39, 43, 14), (51, 54, 32), (113, 133, 104), (68, 70, 46), (91, 117, 82), (148, 166, 128), (222, 211, 182)]",['wheat']
469,"[(47, 49, 28), (38, 41, 17), (198, 214, 172), (201, 223, 183), (186, 202, 163), (60, 63, 42), (78, 80, 56), (172, 187, 147), (151, 162, 124), (109, 124, 90)]",['lightgray']
470,"[(37, 41, 18), (42, 45, 23), (31, 37, 11), (48, 51, 30), (58, 61, 39), (74, 77, 51), (226, 236, 183), (198, 207, 157), (161, 166, 125), (127, 129, 99)]",['Small/Transparent']
471,"[(43, 49, 28), (35, 42, 17), (52, 61, 39), (117, 215, 153), (60, 79, 52), (106, 197, 138), (89, 134, 95), (73, 108, 73), (109, 161, 117), (144, 191, 144)]","['mediumaquamarine', 'mediumaquamarine']"
472,"[(44, 48, 26), (35, 41, 16), (52, 59, 38), (57, 84, 54), (72, 106, 74), (76, 63, 53), (94, 124, 97), (143, 188, 145), (119, 156, 119), (180, 215, 172)]",['Small/Transparent']
473,"[(44, 48, 26), (35, 41, 16), (50, 59, 37), (65, 67, 50), (99, 145, 104), (77, 124, 85), (57, 95, 58), (117, 175, 125), (86, 96, 73), (147, 199, 150)]",['Small/Transparent']
474,"[(40, 43, 24), (34, 39, 18), (40, 43, 15), (30, 37, 11), (45, 48, 26), (54, 56, 34), (72, 71, 47), (123, 59, 88), (124, 121, 101), (211, 199, 172)]",['Small/Transparent']
475,"[(39, 42, 23), (34, 38, 18), (45, 47, 26), (40, 43, 15), (30, 36, 10), (53, 54, 33), (70, 70, 46), (123, 57, 86), (121, 118, 99), (210, 198, 170)]",['Small/Transparent']
476,"[(34, 39, 19), (42, 44, 19), (40, 43, 26), (29, 36, 11), (37, 41, 12), (46, 49, 27), (54, 57, 37), (69, 72, 51), (121, 117, 99), (209, 197, 168)]",['Small/Transparent']
477,"[(39, 42, 23), (34, 39, 18), (40, 43, 15), (30, 36, 10), (45, 48, 26), (53, 56, 33), (71, 71, 47), (43, 57, 58), (122, 118, 99), (210, 197, 169)]",['Small/Transparent']
478,"[(38, 41, 22), (33, 38, 17), (44, 46, 27), (37, 41, 13), (42, 45, 18), (29, 36, 10), (52, 54, 32), (68, 70, 47), (107, 110, 89), (206, 194, 167)]",['Small/Transparent']
480,"[(37, 40, 21), (31, 37, 12), (45, 47, 26), (42, 43, 15), (199, 59, 4), (62, 61, 37), (161, 60, 7), (142, 10, 4), (139, 117, 92), (211, 198, 169)]","['firebrick', 'saddlebrown', 'darkred']"
481,"[(38, 41, 18), (31, 37, 12), (44, 46, 25), (200, 57, 3), (60, 60, 36), (168, 61, 6), (67, 35, 12), (148, 4, 2), (117, 106, 82), (205, 192, 165)]","['firebrick', 'saddlebrown', 'maroon', 'darkred']"
482,"[(39, 42, 18), (45, 47, 25), (31, 37, 12), (254, 225, 2), (60, 60, 36), (73, 58, 9), (212, 186, 4), (163, 123, 5), (117, 112, 90), (209, 194, 163)]","['gold', 'goldenrod', 'darkgoldenrod']"
483,"[(43, 45, 25), (36, 40, 20), (31, 37, 11), (40, 44, 15), (51, 54, 32), (229, 243, 191), (69, 70, 46), (203, 216, 166), (163, 172, 132), (118, 122, 91)]",['Small/Transparent']
484,"[(39, 42, 18), (31, 37, 11), (48, 48, 25), (250, 171, 2), (69, 57, 17), (64, 62, 37), (221, 160, 2), (143, 112, 39), (180, 136, 16), (198, 187, 161)]","['orange', 'goldenrod', 'sienna', 'darkgoldenrod']"
485,"[(44, 47, 26), (39, 43, 20), (49, 53, 33), (56, 60, 39), (32, 38, 13), (66, 71, 47), (81, 85, 55), (98, 101, 67), (123, 128, 94), (206, 197, 167)]",['Small/Transparent']
486,"[(51, 55, 35), (46, 50, 28), (40, 43, 21), (57, 61, 41), (32, 38, 13), (67, 72, 49), (83, 90, 62), (107, 106, 70), (138, 138, 105), (212, 198, 173)]",['Small/Transparent']
487,"[(39, 43, 20), (46, 49, 28), (32, 38, 13), (55, 58, 37), (66, 69, 47), (186, 197, 151), (161, 169, 129), (136, 141, 107), (212, 224, 174), (111, 114, 84)]",['Small/Transparent']
488,"[(39, 42, 23), (33, 38, 17), (39, 43, 14), (45, 47, 25), (30, 36, 10), (54, 56, 33), (73, 74, 50), (114, 123, 98), (144, 157, 124), (218, 205, 178)]",['wheat']
489,"[(34, 39, 19), (40, 43, 24), (41, 44, 17), (36, 40, 11), (28, 35, 11), (47, 50, 28), (61, 62, 38), (78, 110, 63), (115, 136, 98), (210, 197, 170)]",['Small/Transparent']
490,"[(39, 42, 22), (33, 38, 17), (44, 47, 25), (39, 43, 14), (30, 36, 9), (53, 55, 32), (72, 72, 49), (112, 122, 98), (145, 156, 124), (217, 203, 177)]",['Small/Transparent']
491,"[(39, 42, 23), (34, 38, 18), (39, 43, 14), (30, 36, 10), (45, 47, 26), (54, 56, 33), (73, 74, 50), (109, 122, 96), (147, 160, 125), (218, 204, 177)]",['Small/Transparent']
492,"[(39, 42, 22), (33, 38, 17), (45, 47, 25), (39, 43, 14), (30, 36, 10), (54, 55, 33), (74, 74, 50), (117, 128, 102), (147, 162, 127), (218, 205, 177)]",['wheat']
493,"[(48, 50, 29), (38, 42, 17), (61, 65, 43), (199, 211, 165), (215, 230, 181), (182, 192, 148), (79, 82, 56), (162, 169, 129), (140, 146, 112), (120, 123, 92)]",['Small/Transparent']
494,"[(45, 48, 26), (34, 39, 15), (56, 59, 37), (70, 74, 49), (215, 226, 176), (199, 210, 162), (182, 192, 146), (162, 169, 128), (141, 145, 110), (113, 116, 85)]",['Small/Transparent']
495,"[(42, 45, 24), (35, 40, 20), (30, 36, 11), (39, 43, 14), (48, 52, 33), (52, 73, 71), (65, 92, 91), (65, 68, 44), (109, 118, 97), (202, 194, 167)]",['Small/Transparent']
496,"[(42, 45, 25), (35, 39, 20), (30, 37, 11), (40, 43, 15), (50, 53, 33), (50, 70, 69), (62, 91, 92), (68, 71, 46), (117, 119, 95), (207, 196, 169)]",['Small/Transparent']
497,"[(37, 41, 18), (31, 37, 11), (44, 46, 22), (42, 63, 70), (42, 47, 33), (58, 61, 36), (66, 84, 76), (24, 76, 114), (100, 113, 94), (203, 193, 166)]",['Small/Transparent']
498,"[(38, 42, 20), (31, 37, 13), (45, 47, 27), (39, 60, 64), (50, 72, 73), (32, 43, 37), (73, 96, 89), (23, 78, 106), (60, 63, 40), (195, 183, 159)]",['Small/Transparent']
499,"[(37, 41, 18), (43, 46, 24), (31, 37, 11), (48, 53, 34), (46, 66, 65), (59, 82, 81), (71, 76, 50), (35, 82, 103), (94, 110, 89), (200, 189, 164)]",['Small/Transparent']
500,"[(43, 45, 26), (35, 39, 20), (31, 37, 11), (40, 43, 16), (52, 54, 32), (41, 63, 67), (70, 73, 48), (41, 82, 95), (115, 117, 93), (206, 194, 168)]",['Small/Transparent']
501,"[(43, 45, 25), (35, 40, 20), (30, 36, 11), (39, 43, 14), (51, 53, 32), (41, 62, 66), (70, 73, 49), (38, 82, 96), (113, 117, 94), (206, 194, 168)]",['Small/Transparent']
502,"[(42, 45, 23), (35, 39, 20), (30, 36, 11), (38, 42, 13), (47, 50, 30), (47, 65, 65), (63, 64, 39), (88, 102, 86), (32, 76, 98), (198, 188, 162)]",['Small/Transparent']
503,"[(42, 45, 25), (35, 40, 20), (31, 37, 11), (40, 43, 15), (51, 53, 32), (47, 65, 65), (70, 71, 46), (50, 86, 94), (118, 116, 94), (206, 193, 168)]",['Small/Transparent']
504,"[(38, 42, 19), (44, 47, 26), (31, 37, 12), (44, 63, 67), (35, 45, 37), (54, 77, 79), (60, 62, 38), (21, 70, 102), (78, 100, 92), (196, 184, 160)]",['Small/Transparent']
505,"[(38, 42, 19), (31, 37, 13), (45, 48, 26), (43, 61, 63), (36, 44, 34), (56, 77, 77), (59, 61, 37), (42, 83, 101), (82, 104, 96), (196, 187, 164)]",['Small/Transparent']
506,"[(38, 42, 18), (31, 37, 12), (45, 47, 25), (43, 62, 69), (38, 44, 34), (58, 60, 36), (29, 77, 108), (64, 86, 83), (116, 120, 102), (205, 193, 167)]",['Small/Transparent']
507,"[(37, 41, 18), (31, 37, 11), (44, 47, 25), (43, 61, 68), (38, 45, 37), (58, 60, 36), (59, 80, 81), (29, 78, 112), (108, 117, 101), (204, 193, 168)]",['Small/Transparent']
508,"[(41, 44, 23), (34, 39, 19), (30, 36, 11), (38, 42, 13), (46, 49, 29), (60, 61, 37), (57, 74, 67), (67, 92, 89), (124, 121, 100), (208, 195, 169)]",['Small/Transparent']
509,"[(42, 45, 21), (35, 40, 20), (30, 36, 11), (38, 42, 13), (45, 48, 29), (57, 59, 36), (58, 77, 69), (78, 99, 83), (121, 124, 102), (209, 196, 171)]",['Small/Transparent']
510,"[(35, 40, 20), (42, 45, 20), (29, 36, 11), (37, 41, 12), (43, 45, 27), (51, 54, 32), (69, 91, 75), (64, 68, 46), (119, 121, 99), (208, 195, 170)]",['Small/Transparent']
511,"[(41, 44, 23), (34, 39, 19), (30, 36, 11), (39, 43, 14), (47, 50, 29), (60, 62, 39), (51, 73, 69), (75, 94, 78), (120, 123, 102), (208, 195, 169)]",['Small/Transparent']
512,"[(43, 45, 24), (35, 39, 20), (30, 37, 11), (39, 43, 14), (50, 53, 32), (49, 68, 68), (69, 70, 46), (59, 91, 96), (119, 118, 96), (207, 195, 169)]",['Small/Transparent']
513,"[(39, 42, 17), (31, 37, 12), (45, 47, 26), (36, 41, 26), (37, 59, 64), (58, 60, 36), (66, 85, 76), (19, 68, 97), (114, 118, 99), (207, 195, 169)]",['Small/Transparent']
514,"[(40, 43, 17), (31, 37, 12), (44, 47, 26), (36, 40, 23), (37, 60, 64), (57, 59, 36), (63, 85, 78), (31, 79, 100), (120, 119, 99), (209, 194, 169)]",['Small/Transparent']
515,"[(38, 42, 19), (31, 37, 12), (44, 47, 26), (40, 63, 66), (36, 46, 37), (58, 60, 37), (66, 90, 83), (24, 73, 99), (99, 117, 102), (205, 192, 168)]",['Small/Transparent']
516,"[(38, 42, 19), (31, 37, 13), (44, 47, 26), (36, 63, 72), (33, 44, 35), (59, 61, 38), (27, 74, 97), (54, 83, 87), (84, 104, 97), (200, 187, 164)]",['Small/Transparent']
517,"[(43, 46, 25), (36, 40, 20), (31, 37, 11), (40, 43, 15), (52, 54, 32), (40, 62, 65), (70, 72, 48), (44, 84, 94), (111, 115, 95), (205, 194, 167)]",['Small/Transparent']
518,"[(36, 41, 17), (42, 45, 22), (30, 37, 11), (45, 49, 31), (53, 71, 68), (59, 61, 37), (77, 97, 85), (44, 80, 95), (118, 129, 108), (199, 212, 169)]",['Small/Transparent']
519,"[(44, 46, 22), (36, 40, 21), (30, 36, 11), (38, 41, 13), (44, 48, 32), (49, 69, 69), (59, 61, 37), (35, 79, 98), (77, 96, 85), (196, 185, 161)]",['Small/Transparent']
520,"[(43, 46, 24), (35, 40, 20), (30, 36, 11), (39, 43, 14), (46, 51, 33), (52, 72, 70), (63, 64, 40), (47, 83, 96), (84, 103, 92), (197, 187, 162)]",['Small/Transparent']
521,"[(43, 45, 24), (36, 40, 20), (31, 37, 11), (40, 43, 14), (49, 52, 32), (51, 71, 71), (65, 67, 43), (41, 77, 91), (85, 103, 91), (198, 186, 162)]",['Small/Transparent']
522,"[(40, 43, 24), (34, 39, 18), (40, 44, 15), (46, 49, 27), (30, 36, 10), (54, 57, 35), (67, 71, 47), (87, 94, 66), (129, 127, 104), (209, 196, 171)]",['Small/Transparent']
